id,eventname,location,organization,date,event_details
16635,Lumpenball,Antretter Stephanskirchen,,11.02.2023, 
16573,Faschingsball Gmoaner Schützn,84405 Dorfen,Schützenverein Höhenluft Gmain,11.02.2023, Auch dieses Jahr findet wieder unser Schützenball in Hinterberg statt. Geboten ist wie immer einiges: – Partyband *Pfeigrod* 🎸🎤 – Garde der *Funky Dance Revolution* – Burschengarde Schwindkirchen und – Höhenlustbar 🥃🍹  #SchützenvereinHöhenluftGmain #Pfeigrod #BurschenvereinSchwindkirchen #FunkyDanceRevolution #HotelRestaurantLandhausHinterberg #Hinterberg
16625,2000er Hit Party,Woods Bar Bruckmühl,,11.02.2023," Wenn Justin, Britney und 50 Cent uns gemeinsam auffordern einen Abend lang ihre besten Hits zu spielen, dann sagen wir dazu nicht nein. Aber wir bringen natürlich die ganze Gang wieder zusammen und zwar auf der absolut besten 2000ér Party in der Umgebung. Wir freuen uns auf einen absoulut heißen Abend mit euch den uns nicht nur Culcha Candela wieder Eiskalt machen kann sondern auch die Angebote des Abends. BSE XXL für 12 Euro Vodka Center Shock 2 Euro All night long! Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 11.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16386,Sportlerball SV Ramerberg,Bichler Ramerberg,SV Ramerberg,11.02.2023, der legendäre Sportlerball in Ramerberg mit DJ Oli findet wieder statt!!! BARBETRIEB !!!
16572,Faschingsparty,Samerberg,,11.02.2023," 🥳Faschingsparty im Badwirt 🥳 Am 11.02. Feiern wir mit euch Fasching 😊 Wir öffnen um 17 Uhr mit Essen, Musik und Bier für 2 Euro (17-18Uhr) 🍻 Ab 20 Uhr öffnet unsere Bar im Saal und es gibt Vodka Bull/ O für 3 Euro (20-21 Uhr)  Kostüme sind wünschenswert und der Eintritt ist frei 😉"
16574,Faschingsballon in Woifgang,St. Wolfgang,KLJB St. Wolfgang,11.02.2023," In Woifgang feiern wir am 11.02.2023 unseren traditionellen Faschingsballon bis ma nimma kinnan 😉 -DJ Sugaman -Barbetrieb mit separater Weißbierbar -Wos g\\\'scheids zum Essen (Burger,…) Kemmts vorbei und gebts einfach nur vollgas mit der spritzigsten Happy Hour deines Lebens von 9e bis 10e Abends. https://www.instagram.com/p/CmuaMatssz1/?igshid=MDJmNzVkMjY="
16639,Feuerwehrball,Moosinning,Feuerwehr Moosinning,11.02.2023, Es ist wieder soweit! Der legendäre Faschingsball der Feuerwehr Moosinning am 11. Februar 2023 beim Daimerwirt Einlass ab 19:00 Uhr  mit dem Moosbach Express DJ Huabse und Einlagen des Faschingsteams  mit Barbetrieb
16569,Apres Ski Party,Ostermünchen,AB 20Uhr,10.02.2023, Garage52 Oberrainer Feld 52 83104 Ostermünchen. Mehr Infos auf Facebook und Instagram
16590,WEIBER- UND DIRNDLKRANZL,Hittenkirchen,HITTENKIRCHEN TAUCHT AB,10.02.2023,
16577,Gildeball,Bernau am Chiemsee Merzweckhal,,10.02.2023, 
16624,Laterndlmaß Party,Woods Bar Bruckmühl,,10.02.2023," Wir freuen uns auf eine geile Party mit euch! ❗️ Freue dich auf ein volles Glaß, denn damit geben wir richtg Gas. Freut euch, denn es wird nicht nur prall gefüllt werden sondern wir sorgen auch dafür, dass dein Glas ein Maßkrug ist. Die Laterndlmaß ist was besonderes, deswegen kostet sie heute nur 7,50 Euro ‼️ Checkliste ‼️ ✅ 10.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16591,Wuidaraboi,Ostermünchen,Wirtschaft am Maibaum,04.02.2023, 
16633,Bettelhochzeit,Pframmern,,04.02.2023, 
16617,Römerball,Otterfing,,04.02.2023, Endlich wieder Römerball Otterfing 🎉 früh kommen lohnt sich 🤘🏼
16395,Prall im All Vol. 2,Stechl – Rott am Inn,BV Rott am Inn,04.02.2023, 
16595,HYPED – HEID VOIGAS,Aschau,,04.02.2023," HYPED – HIPHOP ONLY AT EISKELLER  OLDSCHOOL, NEWSCHOOL, R&B, TRAP & INTERNATIONAL Wir spielen an diesem Abend alles aus dem Urban-Bereich was Spaß macht. You'd better be there…  Sound by: KNOX LUIS BUCHMANN  04.02.2023 22:00 UHR Reservierungen via Direct Message oder E-Mail: reservierung@eiskeller.club #HYPED #HIPHOPONLY #CHIEMGAUDISCO #EISKELLERCLUB"
16618,Faschingsgaudi,Isen,KLJB Isen,04.02.2023, 📍 Wo: Mehrzweckhalle Isen 🎭 Motto: First-Letter-Party 🎸 Band: The Soundscape
16623,90s Hit Party,Woods Bar Bruckmühl,,04.02.2023," Back tot he fu*king roots! Bring deine Sims ins Bett, schaltet den Gameboy aus und feiert im Woods gemeinsam mit uns zu den größten Hits der 90´ger! Mehr ist an dieser stelle auch nicht zu beschrieben! Bis später! Absoulutes Special: Vodka Bull XXL 12€ Aber nur so lange der Vorrat reicht! 😉  Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 04.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16632,Faschingsball,Altenmarkt,,04.02.2023, 
16580,Back to 90‘s Faschings-Party,Bürgersaal Haag i. OB,Carambas/ FaGeHa,04.02.2023, Mehr Infos auf Instagram @showtanzgruppe_carambas oder unter https://carambas.de/ .
16567,Lumpenball,Altenbeuern,Ellmeiers Beurerhof,04.02.2023, 
16616,Musifasching🥳,DGH Litzldorf,Trachtenkapelle Litzldorf,03.02.2023, Endlich wieder MUSIFASCHING🥳 Mit unserem Motto: Asterixx & Obelixx treffen auf Kleopatra Beginn um 19:30 Uhr im DGH Litzldorf ~Barbetrieb~ Mia gfrein uns auf Eich🤝🍻🥳
16619,Burschenball,Wasentegernbach,Burschenverein Wasentegernbach,03.02.2023," Hallo liebe Partyfreunde, und wieder einmal heißt es WELCOME TO BURSCHENBALL WASENTEGERNBACH Dieses Jahr steht der Ball unter dem Motto: !!! 2-3-SEX-Party !!! Ihr könnt euch für die unschlagbaren Preise von 2€ für einen Shot, 3€ für ein Bier und 6€ für einen Longdrink den Abend versüßen. Eure feierwütigen Geister werden wieder mit einem unvergesslichen Burschenball verzückt. Kommt mit in diese unvorstellbare Nacht, die euch jedes Glückshormon im Dreieck springen lässt. Unsere Bar wird euch mit einer Auswahl der feinsten Geträke an diesem Abend beglücken. Lasst eure Gedanken in andere Sphären bringen durch unseren ultimativen DJ, der euch durch seine unglaubliche Mischung und fetten Beats in eine Welt der Freude und Harmonie bringt. Den Anfang der Garden machen in diesem Jahr die FUNKY DANCE REVOLUTION, die euch durch ihre powervolle und freche Art in Party-Ektase bringen. Geht mit den sinnlichen Tänzerinnen der MAGIC DANCER auf eine Reise, die jedes Herz höher schlagen lassen. Die BURSCHENGARDE SCHWINDKIRCHEN spricht für sich. (BV Wasentegernbach übernimmt auch in diesem Jahr keine Haftung für Schwangerschaften und kann nicht in Alimentsfragen belangt werden. Es ist zu empfehlen sich nicht durch ihre verführerischen Körpern gefangen nehmen zu lassen) ACHTUNG: kein Einlass unter 16 Jahren. Hier gehts zum Aufsichtszettel. https://muttizettel.net/muttizettel.pdf Auf euer Kommen freut sich der Burschenverein Wasentegernbach"
16622,Goaßä Party,Woods Bar Bruckmühl,,03.02.2023," Kurz und Knapp: Heute gibt es die Goaßä für unglaubliche 7,50 Euro Für die Abwechslung zwischendurch gibt es Apfelstrudel für 2 Euro Wir freuen uns auf eine geile Party mit euch ❗️  ‼️ Checkliste ‼️ ✅ 03.02.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16600,Faschings Frühschoppen,Prutting,,29.01.2023, 
16601,Ice Bergla Party,Hallä am Winklstüberl,,28.01.2023, 
16528,Aprés Ski Party,Eiskeller Aschau,,28.01.2023, Das erste Mal im Eiskeller -> Aprés Ski Party  Wund werds !  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club
16556,Ü30 Party,Opus Nightlife Bruckmühl,Die große Ü30 im Mangfalltal,28.01.2023," DIE GROSSE Ü30 PARTY IM MANGFALLTAL Wir sind zurück … und am Samstag 28.01.2023 wird wieder gefeiert bis zum Morgen.  DJ C-Mon versorgt Euch mit dem Besten aus 40 Jahren Musikgeschichte gemischt mit einer ordentlichen Portion Rock, Pop und natürlich aktueller Hits!  Wir starten um 21 Uhr.  Ü30 @ OPUS Nightlife – Spaß haben, Freunde treffen … einfach Feiern wie früher"
16499,Bauer sucht Party,Fliegerhalle Mietraching,Burschen Harthausen Ellmosen,28.01.2023," Servus, nach langer Pause geht die „Bauer sucht… Party“ wieder in die nächste Runde. Sie findet wieder in der legendären Fliegerhalle im US-Camp Bad Aibling statt. Eintritt ab 20.00 Uhr  💃 Einlass ab 18 Jahren 🔥Beheizte Halle 🍻Weißbierkarussell 👻 Natürlich Kostümiert Auf Euer kommen freut sich die Burschenschaft Harthausen-Ellmosen!!"
16589,Feuerwehrball,Rott am Inn (Gasthof Stechl),Freiwillige Feuerwehr Rott,28.01.2023,
16545,Versitzgruam Party,"Gasthaus Hilger, Hirnsberg",SG Hirnsberg,28.01.2023, 
16512,Doppel Decker – Doppelt Lecker,Bruckmühl,Woods Bar,28.01.2023, DoppelDecker – Doppelt lecker! Wir sorgen heute wieder für ein unwiderstehliches Angebot! Ihr kommt heute in den Genuss das Bargetränk eurer Wahl gleich zwei Mal zu bekommen! Aber nur bis 23.00 Uhr also denk dran etwas früher im Woods sein hat sich noch nie so ausgezahlt wie heute!  ‼️ Checkliste ‼️ ✅ 28.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16511,Geh nicht fort – sauf im Ort,Bruckmühl,Woods Bar,27.01.2023," Geh nicht fort – sauf im Ort! Das ist das Motto des heutigen Abends und wir können uns gut vorstellen, dass wir damit bei euch ganz ins Schwarze getroffen haben! Ihr fragt euch sicher was diesen Abend so besonders macht! Wir wollen, dass ihr euch richtig wohlfühlt bei uns und jeder auf seine kosten kommt! Gewinnspiel: Wir verlosen 3Liter Vodka Smirnoff für alle die 5 Leute auf Instagram Markieren. Zudem kosten heute der Apfelstrudel nur 2 Euro  ‼️ Checkliste ‼️ ✅ 27.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16599,Gildeball,Prutting,Faschingsgilde Prutting,27.01.2023, 
16527,23 Jahre Eiskeller,EISKELLER ASCHAU,,21.01.2023," 23 Jahre Eiskeller – HAPPY BIRTHDAY ©️  Celebrating 23 Years Nightlife 🍾  Seit 23 Jahren sorgt der Eiskeller nicht nur für unendlich viele Erinnerungen und unvergessene Nächte, sondern wurde für alle Nachtschwärmer zwischen München und Salzburg zur Heimat am Wochenende. Wir danken allen Freunden des Hauses, Helfern, Djs, Acts…einfach allen die es uns möglich gemacht haben, die 23 voll zu bekommen.  HAPPY BIRTHDAY EISKELLER 21.01.2023 – 22 UHR  Egal ob Stammgast, Wiederkehrer oder einfach nur Freund oder Freundin. Wir laden alle ein, zu einem ganz besonderen Abend! & weil das noch nicht genug ist, feiern wir heute Nacht doppelt! 2 Areas mit unseren Eiskeller Resident DJ´s.  Join us for a night full of memories and emotions ♥️  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club "
16560,Kupplerball Großhöhenrain,Großhöhenrain,"Landjugend Höhenrain, maskiert",21.01.2023, 
16481,Weiber-& Dirndlkranzl Frasdorf,Lamstoahalle Frasdorf,Trachtenverein Frasdorf,21.01.2023, 
16587,Börsenparty,Unterföhring,Unterföhringer Burschen,21.01.2023,
16510,Aperol Night,Bruckmühl,Woods Bar,21.01.2023, Holy Aperoli – unser Team liebt dieses Getränk und ihr hoffentlich auch! Kommt vorbei uns lasst euch von einem Gertänk verzaubern was seinen Preis allemal wert ist! Damit jeder dieses zauberhafte Getränk einmal selbst Kosten kann zum Special Preis von 5 Euro! Aperol Spritz -> 5Euro Gewinnspiel 3Liter Aperol Flasche 5 Personen auf Instagram Markieren  ‼️ Checkliste ‼️ ✅ 21.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16524,Faschingsball,Zellerreith,SV Ramerberg,20.01.2023," Am 20.01.2023 veranstalten die Hot Socks einen Faschingsball im Gasthaus Esterer in Zellerreith. Gardeauftritt der Hot Socks, der Stadtgarde Wasserburg und der Bavarian Dreamboys. Musik durch D’Hoderlumpen. Natürlich mit Barbetrieb. Einlass 19:00 Uhr, Beginn 20:00 Uhr."
16509,Electric Night,Bruckmühl,Woods Bar,20.01.2023, Eine Party ganz nach dem Electric Genre gerichtet. Ihr liebt diese Musikrichtung und habt richtig Lust den Abend zu heißen Beats im Woods zu verbringen?! Kommt vorbei und genießt den Abend nicht nur mit der einzigartigen Electic Musik und holt euch zur Erfrischung einen XXL Vodka Bull für 12 Euro  ‼️ Checkliste ‼️ ✅ 21.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16529,Weißwurstessen im Weinstall,"Gasthaus Rauch, Grucking",,15.01.2023, Ab 10 Uhr Weißwurstfrühschoppen in unserem Weinstall. Reservierungen unter 08122/892450.
16498,Faschingskranzl Wildenwart,Schlosswirtschaft Wildenwart,,14.01.2023, Nach drei Jahren Pause ist es wieder soweit.. 🥳🥳🥳  ⏩ Wildenwart Faschingskranzl in der Schlosswirtschaft ⏪  – mit Alpenbeat 🎺🪗🎸 – Einlage der Aktiven 🤠🤡 – Auftritt der Faschingsgarde Aschau 👯‍♀️💃🏼🕺🏻 – Bewirtung 🍻🥨 – Barbetrieb 🍸🥃  Beginn: 20:00 Uhr 🕰  Mia gfrein uns auf eich 😃
16522,WinterJam 2023 90's Party,Bauhof Pastetten,BV Pastetten,14.01.2023," ‼️Partypeople aufgepasst, endlich is wieder soweit, die WinterJam 2023 steht vor der Tür‼️ Auch am Samstag geht die Megaparty im Pastettener Bauhof weiter, freuts euch auf die besten Hits rund um die 90er!🎉🥳 Für Erfrischung sorgen unsere Bars mit extra Bierbar im Zelt – wie gewohnt🍻 Verhungern muss selbstverständlich auch keiner bei uns…🍔 Wir gfrein uns auf eich!😉 Burschengrüße aus Baschding🍻"
16526,2010er,Eiskeller Aschau,,14.01.2023," 2010er  a decade to remember  Wir spielen alles aus den 2010ern das Spaß macht … Von Adele über Pharrell Williams bis hin zu Avicii – wir nehmen Sie alle, von A – Z, mit ins Boot  Join us for a night full of memories…  14.01.2023 22 Uhr Sound by: KNOX  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club"
16508,Apres Ski Party,Bruckmühl,Woods Bar,14.01.2023," Wenn der Berg ruft sind wir nicht weit! Auch der Anton aus den Bergen ist dabei und sorgt gemeinsam mit Helene Fischer, Tim Toupet und vielen weiteren für die einzigartige Apres Ski Stimmung! Ihr wart davor beim Ski fahren – perfect! Kommt vorbei und genießt den Abend bei uns! Special des Abends – Jägerbomb 3€  ‼️ Checkliste ‼️ ✅ 14.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16523,Sportlerball,Rott am Inn,ASV Rott/Inn,14.01.2023, Sportlerball mit Kunst & Krempel den HotSocks und Tombola
16480,Faschingskranzl FFW Rohrdorf,Rohrdorf,,13.01.2023, 
16489,Musikanten- und Schlagerkranzl,Trachtenheim Prien,Aktive Prean,13.01.2023, 
16521,WinterJam 2023,Bauhof Pastetten,BV Pastetten,13.01.2023," ‼️Partypeople aufgepasst, es is wieder soweit, die WinterJam 2023 steht vor der Tür‼️ Am Freitag den 13. starten wir diesmal die legendäre Discoparty bei uns im Bauhof!🥳🍻 Ihr könnt zu gewohnt günstigen Preisen einen Tollen Abend bei uns erleben! Als Abkühlung sorgen unsere Bars mit extra Bierbar im Zelt – wie gewohnt🍻 Verhungern muss selbstverständlich auch keiner bei uns…🍔 Wir gfrein uns auf eich!😉 Burschengrüße aus Baschding🍻"
16507,Woods dreht durch,Bruckmühl,Woods Bar,13.01.2023, Heute begrüßen wir euch wieder zu einem ganz besonderen Abend! Das Woods dreht durch! Ihr fragt euch sicher was das bedeuten soll – wir überlassen die Musik heute Abend ganz euch! Sendet einfach euer gewünschtes Lied an 0151 70166680 und wir spielen es für euch! Special des Abends ganz im Namen des Mottos! Vodka Center Shock und Vodka Porno für 2 Euro  ‼️ Checkliste ‼️ ✅ 13.10.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern 
16471,Winterschuiparty Traunstein,Asten (Tittmoning),Winterschui Traunstein,07.01.2023, Winterschuiparty 2023 In Oberried 1 bei Asten (Tittmoning)
16516,Trachtenball in Hochstätt,Gasthaus Kapsner,Trachtenverein Hochstätt,07.01.2023, 
16520,SNOW and FIRE Party,Schwindegg,FF Schwindegg,07.01.2023, Bald geht´s wieder heiß her! Darum merkt euch den Termin! Die Planungen zur SNOW and FIRE Party 2023 laufen auf Hochtouren 🔥❄️
16430,BLACKOUT PARTY FORSTING,Forsting,BV RETTENBACH PFAFFING,07.01.2023, Wagenstetterhalle Forsting
16541,Burschenball,Graf-Arco-Brauerei Valley,BV Unterdarching-Laindern e.V,07.01.2023, 
16519,Blue Vision,Adelshofen,BV Adelshofen e.V.,07.01.2023," ~Blue~Vision~Adelshofen~ Drei Buchstaben setzten endlich wieder den Maßstab für das Partyjahr 2023. Nach zwei ausgefallenen Partys 2021 und 2022 sind wir nun endlich zurück und machen genau dort weiter, wo wir aufgehöht haben. Clubatmosphäre mit beeindruckenden Sound-/ und Lichtaufbau auf höchstem Niveau! Blue Vision Adelshofen Burschen Verein Adelshofen Glei ums Eck dahoam. Eiskalten Markengetränke. Blaue Nebelschwaden. Wände aus Licht und Ton. Volle Energie bei der BlueVisionAdelshofen!  BLUE VISION 07.01.2023 Technik Vollgas! aktuelle Clubcharts Technobunker im Kellerbereich OLD BUT GOLD 13.01.2023 hochwertige Clubatmosphäre besten Hits der Musikgeschichte  Wir halten euch auf dem Laufenden! 😉 Eure Oizhofa Burschen 🙂  Dieses Jahr gibt´s unteranderem für euch wieder: ~ Cocktails ~ Desperados ~ eiskalte Jägershots ~ riesen Schnapsbar ~ Markenschnäpse ~ Garderobe ~ Technobunker im Kellerbereich ~ beheizter Außenbereich ~ weitere technische Neuerungen ~ frische Pizzen ~ Ruf-Bus Haltestelle nur 50 Meter entfernt ~ faire Preise ~ !halber Eintritt mit Mitgliederkarte der Raiba Westkreis!  Mit unserem kompetenten Partner Magic Event- & Medientechnik , bieten wir Euch wieder einen sehenswerten Aufbau mit Lichttechnik der neuesten Generation und einer Tonanlage die sich gewaschen hat!  Für weitere Infos, Neuigkeiten und Angebote einfach auf Instagram einen Follow da lassen. Wir freuen uns auf Euch!  * Samstag, 07.01.2023 BLUE VISION ADELSHOFEN * Freitag, 13.01.2023 Oizhof OLD but GOLD * Einlass ab 20:00 Uhr * Mehrzweckhalle Adelshofen * Ab 16 Jahren * weitere Infos folgen…"
16525,Neujahrs turn up,Eiskeller Aschau,,07.01.2023," 2023 NEUJAHRS TURN UP 🚀  Wir vergessen alle Vorsätze fürs neue Jahr & machen am ersten Samstag in 2023 genau so weiter, wie wir das Jahr 2022 verabschiedet haben. In 100% Eiskeller Aschau Manier ©️  Sound by: Luis Buchmann Martn Matyc  07.01.2023 22 Uhr  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club "
16542,Wettschnupfen,Hirnsberg,,07.01.2023, 
16506,Schneemaß Party,Bruckmühl,Woods Bar,07.01.2023," Schnee soll man nicht essen oder trinken! Schneemaßen allerdings schon! Wir laden euch ein zu einer Einzigartigen Party im Woods! Ach was in der ganzen Umgebung! Schneemaßparty im Woods! Seid dabei und gönnt euch das ein oder andere Getränk ganz im Winterstyle Schneemaß – 12,50 Euro ‼️ Checkliste ‼️ ✅ 07.01.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16505,Cuba Night,Bruckmühl,Woods Bar,06.01.2023," Ein Cubanisches Sprichwort besagt: „Eine Liebe kann ewig dauern, braucht aber nur eine Sekunde, um zu beginnen.“ So laden wir euch ein : Verliebt euch nicht nur neu ins Woods sondern auch in das Getränk des Abends – natürlich zu einem besonderen Preis. Cuba Libre XXL – heute für 12 Euro ‼️ Checkliste ‼️ ✅ 07.12.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 mit ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16514,3-Kini-Party,Forstern,,06.01.2023, 
16517,Feier & Ice Party,84323 Massing,,06.01.2023, 
16478,Apres Ski Party,Sportplatz Riedering,Sportverein Riedering,05.01.2023," Einlass ab 16 Jahren, Ausweiskontrolle Mit der legendären Getränkebörse Beheiztes Zelt"
16518,3-Königs-Nacht,Schwindkirchen,MUVI Eventlocation,05.01.2023," Wenn schon mal drei Könige ins Land ziehen, dann sollte man das auch anständig feiern! Wer die letzten Jahre vor Corona dabei war, kann ein Lied singen: Diese Party ist ein absolutes Highlight im MUVI-Kalender. Königlicher Sound kommt direkt von Mr. DJ Fandic. Don't miss!"
16476,3-Kini Party,Pliening,,05.01.2023, 
16455,Boarischer Tanz,Lamstoahalle Frasdorf,Trachtenverein Frasdorf,05.01.2023, 
16504,Kleiner Freitag,Bruckmühl,Woods Bar,05.01.2023, Willkommen im neuen Jahr – Willkommen am kleinen Freitag! Der kleine Freitag ist wohl bekannt im ganzen Bayern Land! Hier wird sich gerne das ein oder andere Getränk gekauft! Wir laden euch Herzlich ein und schenken den ersten 100 Gästen einen Willkommens Shot ein! Specials heute Abend: XXL Longdrinks für 12 Euro. Wir freuen uns auf eine geile Party mit euch! �  � Checkliste � � 05.01.2023 � �21:00 – �04:00 Uhr � � � �� beste Belegschaft� � � Bester � Sound � mit � Reservierungen per WhatsApp https://wa.me/4915170166680 � wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern
16531,Schneemassparty 2023,Sauerlach,Burschenverein Sauerlach,05.01.2023, Nach zweijähriger Pause steigt endlich wieder unsere legendäre Schneemassparty am 05. Januar 2023 ab 20:00 Uhr in der Mehrzweckhalle Sauerlach! Eintritt Ü18! Wir freuen uns 😎😎🍻⛄️
16532,Winterschuiball,Weyarn,Winterschuimädls Holzkirchen,05.01.2023, 
16424,Silvester im Servus,Chiemseestr 3 83376 Truchtlach,,31.12.2022, Silvester im Servus dieses Jahr klappt es 🙂  Wir feiern zusammen ins neue Jahr  – Jeder bringt etwas für unser Buffet mit  Salsa Bachata Kizomba im ausgeglichenen Mix – wie ihr es vom Servus gewohnt seid. ☺️☺️☺️  ! Nur mit Vorab-Anmeldung ! * 10 Euro * inkl. 1 Glas Prosecco/Sekt Mitternacht  begrenzte Platzzahl! Kontakt: 0162 927 0238  Wir freuen uns sehr auf Euch 🥰
16503,Silvester Party Burschen-Reise,Reisen,,31.12.2022, 
16500,Vorsilvesterparty,Kematen,,30.12.2022, Grama Verein presents Vorsilvesterparty 🥳 Wie jedes Jahr findet auch dieses Jahr wieder unsere legendäre Vorsilvesterparty zum Jahresabschluss statt🥳🍻 Einheizen werd eich DJ Chris R.🔥 & DJ Atomix🔥
16491,Bier Pong Turnier,Badwirt Samerberg,,30.12.2022," 🍻 BIERPONG 🍻  Liebe Bierpong Freunde und die, die es noch werden wollen, zum krönenden Jahresabschluss veranstalten wir (trotz Betriebsurlaub) ein Bierpongturnier! 🥳  Am 30.12. Um 17 Uhr ist es soweit. Die Startgebühr von 30 Euro gilt pro Team [ein Team sind 2 Leute] und natürlich gibt es was zu gewinnen ! 🏆🥈🥉  Ihr müsst um mitzumachen keine Profis sein, nur Spaß an der Sache haben 😉 Anmeldungen bitte bis 28.12. Auf Facebook, Instagram oder telefonisch unter 015150404200.  Wir freuen uns auf Euch! ✌️  P.s. : Auch Zuschauer sind natürlich herzlich Willkommen 😊"
16501,Vorsilvesterparty,Forstinning,BV Forstinning,30.12.2022," Es ist wieder soweit! 🍻 Unsere Vorsilvesterparty ist nach ihrer Zwangspause zurück. Wie gewohnt steigt die Party im beheizten Moller Stadl (Straßhamer Str., 85661 Forstinning). 💥 Discoparty die ganze Nacht 💥 2 Areas 💥 Laser Show 💥 Bierbar 💥 Happy Hour 20:00-21:00 Mir gfrein uns auf euch 🍻🍻 Euer BVF"
id,eventname,location,organization,date,event_details
